State Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver License Status,Alcohol Involvement,Accident Location Details
Delhi,2021,October,Thursday,22:47,Serious,4,Car,7,2,Foggy,Village Road,Wet,Dawn,Signs,37,49,Valid,No,Straight Road
Nagaland,2019,January,Wednesday,10:50,Fatal,3,Truck,6,5,Clear,State Highway,Under Construction,Dark,None,51,53,Expired,Yes,Straight Road
Telangana,2023,January,Friday,19:19,Minor,3,Two-Wheeler,7,3,Clear,Urban Road,Dry,Dawn,Signals,49,36,None,No,Intersection
Tamil Nadu,2020,February,Wednesday,22:09,Fatal,5,Bus,11,0,Rainy,Urban Road,Dry,Daylight,None,53,65,None,Yes,Straight Road
Chandigarh,2018,July,Wednesday,03:33,Fatal,5,Bus,11,3,Rainy,Urban Road,Under Construction,Daylight,Signals,73,57,Expired,Yes,Bridge
Goa,2021,October,Friday,06:45,Fatal,4,Bus,12,5,Clear,State Highway,Under Construction,Dusk,Police Checkpost,92,54,None,Yes,Straight Road
Odisha,2022,March,Friday,17:14,Fatal,3,Car,7,1,Clear,Urban Road,Damaged,Dawn,Police Checkpost,51,41,None,Yes,Bridge
Nagaland,2019,February,Wednesday,22:46,Fatal,2,Two-Wheeler,11,3,Rainy,Urban Road,Dry,Dawn,Police Checkpost,106,48,Valid,Yes,Straight Road
Andhra Pradesh,2018,October,Thursday,11:28,Fatal,4,Cycle,9,3,Clear,Urban Road,Under Construction,Dark,Signals,34,32,Valid,Yes,Intersection
Gujarat,2020,August,Saturday,00:25,Fatal,2,Bus,9,2,Clear,National Highway,Damaged,Dark,Signals,76,52,Expired,Yes,Bridge
Maharashtra,2021,December,Wednesday,07:21,Serious,3,Truck,12,2,Rainy,National Highway,Wet,Dusk,Signs,96,33,Expired,Yes,Curve
Himachal Pradesh,2020,March,Wednesday,00:43,Serious,3,Cycle,12,3,Foggy,National Highway,Damaged,Dark,None,109,31,Valid,Yes,Intersection
Haryana,2020,March,Sunday,08:10,Serious,4,Bus,14,2,Stormy,State Highway,Dry,Daylight,None,106,40,Valid,Yes,Curve
Bihar,2023,October,Tuesday,09:18,Fatal,1,Two-Wheeler,5,4,Clear,Urban Road,Damaged,Daylight,Signals,50,54,None,Yes,Straight Road
Jammu and Kashmir,2022,December,Monday,23:07,Minor,5,Bus,13,1,Clear,National Highway,Wet,Daylight,None,82,37,Valid,No,Curve
Punjab,2021,August,Sunday,04:00,Serious,3,Auto-Rickshaw,13,5,Clear,State Highway,Under Construction,Daylight,None,112,54,Expired,Yes,Intersection
Kerala,2019,October,Tuesday,16:04,Fatal,3,Pedestrian,8,3,Clear,Urban Road,Wet,Dawn,Signals,41,43,None,Yes,Intersection
Mizoram,2021,July,Monday,01:10,Fatal,1,Two-Wheeler,10,1,Rainy,Urban Road,Wet,Dawn,Signals,110,32,Expired,Yes,Intersection
Goa,2019,May,Saturday,17:55,Fatal,1,Two-Wheeler,6,2,Clear,Village Road,Dry,Dusk,Signals,54,39,None,Yes,Bridge
Bihar,2023,February,Wednesday,02:50,Serious,1,Auto-Rickshaw,10,5,Clear,State Highway,Dry,Dark,None,118,15,None,Yes,Straight Road
Andhra Pradesh,2018,July,Saturday,19:04,Minor,1,Pedestrian,4,1,Rainy,State Highway,Damaged,Dark,Signs,49,33,Valid,No,Straight Road
Karnataka,2020,August,Saturday,07:13,Serious,4,Two-Wheeler,11,1,Clear,State Highway,Damaged,Dark,Signals,96,60,Expired,Yes,Curve
West Bengal,2021,March,Friday,10:31,Serious,2,Bus,9,1,Stormy,State Highway,Wet,Dark,None,81,58,None,No,Intersection
Chhattisgarh,2018,October,Tuesday,15:06,Minor,3,Two-Wheeler,10,1,Clear,Village Road,Under Construction,Dawn,Police Checkpost,75,33,Expired,No,Curve
Karnataka,2019,January,Wednesday,05:29,Fatal,3,Cycle,9,5,Foggy,National Highway,Damaged,Dusk,Police Checkpost,82,28,Valid,Yes,Bridge
Nagaland,2018,August,Wednesday,17:27,Serious,3,Pedestrian,9,3,Stormy,Village Road,Damaged,Dusk,Signs,63,30,None,No,Bridge
Jammu and Kashmir,2022,November,Tuesday,13:26,Fatal,5,Auto-Rickshaw,11,5,Clear,State Highway,Dry,Dusk,Police Checkpost,68,43,None,Yes,Curve
Madhya Pradesh,2020,February,Tuesday,19:39,Fatal,3,Truck,6,4,Rainy,Village Road,Wet,Dark,Police Checkpost,41,48,None,Yes,Intersection
Meghalaya,2018,July,Thursday,05:44,Serious,1,Auto-Rickshaw,11,1,Clear,Urban Road,Wet,Daylight,Signs,114,30,Valid,Yes,Curve
Puducherry,2023,January,Thursday,08:53,Minor,5,Two-Wheeler,12,4,Rainy,Village Road,Damaged,Daylight,Police Checkpost,76,51,None,No,Bridge
Tamil Nadu,2021,March,Sunday,22:37,Minor,1,Truck,7,2,Rainy,National Highway,Wet,Daylight,Police Checkpost,90,25,Valid,No,Curve
Meghalaya,2022,December,Thursday,09:50,Minor,3,Pedestrian,10,1,Foggy,National Highway,Under Construction,Dusk,None,88,19,None,No,Bridge
Goa,2022,October,Thursday,13:37,Minor,5,Car,16,5,Rainy,Urban Road,Under Construction,Daylight,Police Checkpost,113,19,None,No,Intersection
Delhi,2021,November,Saturday,19:51,Fatal,1,Car,5,3,Clear,National Highway,Wet,Daylight,Police Checkpost,30,42,Valid,Yes,Straight Road
Andhra Pradesh,2020,October,Friday,06:09,Serious,3,Car,7,3,Clear,National Highway,Under Construction,Dark,Police Checkpost,30,66,None,No,Straight Road
Arunachal Pradesh,2018,December,Wednesday,12:36,Serious,2,Cycle,8,3,Rainy,State Highway,Under Construction,Dawn,Signs,49,48,Expired,No,Intersection
Delhi,2020,January,Friday,03:25,Minor,5,Cycle,12,2,Clear,Village Road,Wet,Dark,None,89,43,Expired,No,Curve
Chandigarh,2023,March,Friday,09:16,Serious,4,Car,12,5,Foggy,Village Road,Dry,Dusk,Police Checkpost,86,52,None,Yes,Straight Road
Haryana,2020,March,Wednesday,18:50,Minor,4,Pedestrian,13,3,Rainy,Village Road,Under Construction,Dusk,Signals,106,41,Expired,No,Intersection
Andhra Pradesh,2019,June,Saturday,19:12,Fatal,5,Auto-Rickshaw,14,3,Rainy,Urban Road,Damaged,Daylight,None,103,24,Expired,Yes,Bridge
Assam,2020,September,Tuesday,11:24,Fatal,3,Pedestrian,13,2,Foggy,Urban Road,Under Construction,Dusk,Signals,103,38,Valid,Yes,Bridge
Jammu and Kashmir,2019,January,Tuesday,01:32,Fatal,4,Pedestrian,15,0,Foggy,National Highway,Under Construction,Dusk,Signs,112,30,Valid,Yes,Intersection
Chhattisgarh,2020,January,Friday,07:33,Fatal,3,Auto-Rickshaw,11,5,Rainy,Urban Road,Wet,Dawn,None,99,52,Valid,Yes,Curve
Mizoram,2020,November,Tuesday,01:52,Serious,3,Two-Wheeler,13,2,Rainy,State Highway,Under Construction,Dark,Signs,116,37,None,Yes,Bridge
Maharashtra,2018,June,Monday,01:09,Minor,4,Cycle,11,3,Clear,State Highway,Under Construction,Dawn,Signals,72,39,Valid,No,Straight Road
Andhra Pradesh,2020,October,Monday,20:09,Serious,3,Truck,13,5,Clear,Village Road,Wet,Daylight,None,118,45,None,Yes,Straight Road
Chandigarh,2022,March,Sunday,10:04,Fatal,4,Bus,14,1,Clear,Village Road,Wet,Daylight,Signs,98,45,None,Yes,Curve
Tripura,2022,July,Monday,13:06,Serious,4,Auto-Rickshaw,15,1,Foggy,National Highway,Wet,Dusk,Police Checkpost,119,49,Expired,No,Bridge
Telangana,2020,January,Thursday,19:08,Fatal,4,Truck,9,3,Stormy,Urban Road,Wet,Dawn,Signs,58,59,Expired,Yes,Straight Road
Odisha,2022,November,Thursday,05:31,Fatal,2,Car,8,4,Foggy,State Highway,Dry,Dawn,Signs,63,22,Valid,Yes,Curve
Andhra Pradesh,2018,August,Thursday,06:01,Serious,3,Cycle,10,4,Clear,National Highway,Wet,Daylight,Police Checkpost,75,67,Expired,Yes,Curve
Kerala,2020,September,Friday,13:56,Fatal,1,Car,6,4,Rainy,Village Road,Under Construction,Dawn,Signals,46,42,Expired,Yes,Curve
Chhattisgarh,2018,July,Saturday,13:38,Minor,2,Two-Wheeler,10,5,Clear,State Highway,Under Construction,Daylight,Signals,65,52,None,No,Curve
Manipur,2018,May,Saturday,13:38,Minor,3,Auto-Rickshaw,12,1,Rainy,State Highway,Damaged,Dark,Police Checkpost,109,42,Valid,No,Intersection
Uttarakhand,2021,April,Tuesday,19:33,Fatal,3,Cycle,10,5,Rainy,Village Road,Dry,Dusk,None,91,48,Valid,Yes,Curve
Meghalaya,2020,August,Wednesday,04:14,Minor,5,Truck,13,3,Rainy,Village Road,Dry,Dawn,Police Checkpost,97,33,Expired,No,Straight Road
Manipur,2018,October,Wednesday,22:50,Fatal,4,Auto-Rickshaw,15,3,Clear,State Highway,Dry,Dusk,None,119,27,Expired,Yes,Bridge
Uttar Pradesh,2018,December,Sunday,21:40,Fatal,1,Auto-Rickshaw,8,0,Stormy,Urban Road,Dry,Dark,Signs,89,35,Expired,Yes,Bridge
Odisha,2018,October,Sunday,22:40,Fatal,4,Car,11,1,Clear,Village Road,Damaged,Dawn,Police Checkpost,73,15,Valid,Yes,Bridge
Manipur,2023,February,Wednesday,03:47,Minor,4,Pedestrian,14,3,Clear,Village Road,Damaged,Daylight,Signals,117,41,None,No,Curve
Chandigarh,2019,August,Tuesday,04:02,Minor,1,Auto-Rickshaw,6,5,Rainy,Village Road,Wet,Dark,None,72,40,None,No,Bridge
Rajasthan,2020,October,Monday,12:36,Serious,3,Two-Wheeler,8,0,Clear,National Highway,Under Construction,Dusk,Signs,58,26,Valid,Yes,Intersection
Uttarakhand,2021,March,Tuesday,23:10,Minor,4,Two-Wheeler,14,3,Rainy,State Highway,Wet,Daylight,Signs,105,46,Valid,No,Intersection
Punjab,2018,September,Monday,10:31,Serious,5,Cycle,15,5,Clear,Urban Road,Wet,Dusk,None,108,30,Expired,Yes,Bridge
Tripura,2019,August,Saturday,21:50,Serious,5,Truck,12,4,Stormy,State Highway,Damaged,Dusk,None,67,31,Valid,No,Curve
Arunachal Pradesh,2020,May,Friday,07:42,Minor,1,Truck,5,3,Rainy,Urban Road,Wet,Dawn,Police Checkpost,52,63,Expired,No,Intersection
Delhi,2020,May,Tuesday,17:36,Fatal,4,Bus,5,0,Stormy,State Highway,Wet,Daylight,Signals,36,56,Valid,Yes,Intersection
Telangana,2021,September,Thursday,21:57,Minor,2,Auto-Rickshaw,11,5,Clear,National Highway,Dry,Dusk,Signals,120,61,None,No,Straight Road
Chandigarh,2020,March,Wednesday,06:11,Minor,1,Two-Wheeler,5,4,Foggy,National Highway,Damaged,Dusk,Signs,66,30,Expired,No,Straight Road
Maharashtra,2018,July,Sunday,01:49,Fatal,4,Car,9,3,Clear,Urban Road,Damaged,Daylight,Signs,63,30,Expired,Yes,Bridge
Jharkhand,2020,March,Thursday,06:53,Minor,5,Pedestrian,15,3,Clear,State Highway,Dry,Dawn,Police Checkpost,118,29,Expired,No,Intersection
Sikkim,2021,January,Monday,01:11,Serious,3,Car,7,4,Rainy,National Highway,Damaged,Dusk,Signals,38,23,Valid,No,Intersection
Chhattisgarh,2023,November,Tuesday,01:27,Minor,5,Bus,15,4,Foggy,Village Road,Under Construction,Dark,Signals,113,44,Valid,No,Bridge
Nagaland,2021,October,Thursday,06:36,Minor,3,Two-Wheeler,7,4,Clear,National Highway,Under Construction,Dusk,None,40,40,Valid,No,Straight Road
Kerala,2020,September,Monday,12:59,Serious,5,Truck,10,3,Clear,National Highway,Damaged,Dawn,None,64,44,None,Yes,Curve
Delhi,2020,November,Sunday,05:49,Minor,4,Two-Wheeler,12,3,Rainy,State Highway,Under Construction,Daylight,None,92,51,None,No,Straight Road
Haryana,2018,May,Wednesday,01:14,Fatal,2,Car,6,0,Rainy,Urban Road,Damaged,Dark,Police Checkpost,58,49,Expired,Yes,Straight Road
Arunachal Pradesh,2022,June,Sunday,12:00,Minor,2,Auto-Rickshaw,11,0,Foggy,Village Road,Wet,Dawn,Police Checkpost,107,49,Valid,No,Curve
Maharashtra,2020,May,Wednesday,01:51,Serious,3,Car,11,2,Clear,State Highway,Wet,Daylight,Police Checkpost,68,39,Valid,Yes,Curve
West Bengal,2021,July,Thursday,18:12,Serious,3,Bus,8,2,Stormy,National Highway,Dry,Dawn,Signs,53,38,Expired,Yes,Straight Road
Karnataka,2020,March,Friday,16:30,Serious,5,Pedestrian,7,3,Rainy,Urban Road,Wet,Daylight,Signals,46,40,Expired,Yes,Curve
Odisha,2021,January,Sunday,16:28,Minor,1,Cycle,7,4,Clear,State Highway,Dry,Daylight,Police Checkpost,66,40,Expired,No,Intersection
Goa,2018,November,Monday,22:45,Minor,3,Pedestrian,6,0,Clear,Village Road,Under Construction,Dark,Signs,47,50,None,No,Bridge
Jharkhand,2022,May,Sunday,04:34,Minor,3,Truck,12,4,Rainy,Urban Road,Damaged,Dawn,Signs,89,32,Valid,No,Curve
Assam,2022,July,Sunday,01:49,Serious,3,Bus,13,5,Rainy,State Highway,Under Construction,Daylight,Signals,113,36,Valid,Yes,Intersection
West Bengal,2023,August,Tuesday,01:08,Fatal,3,Bus,9,0,Stormy,Urban Road,Damaged,Dawn,Police Checkpost,82,46,Valid,Yes,Curve
Chandigarh,2021,July,Sunday,03:29,Serious,1,Car,6,1,Stormy,Urban Road,Damaged,Daylight,None,63,33,Valid,Yes,Intersection
Arunachal Pradesh,2020,July,Tuesday,12:46,Minor,1,Two-Wheeler,5,1,Foggy,National Highway,Wet,Daylight,Police Checkpost,72,51,None,No,Bridge
Kerala,2023,June,Saturday,23:12,Minor,3,Bus,10,2,Rainy,State Highway,Wet,Daylight,None,65,39,Expired,No,Straight Road
Mizoram,2018,May,Saturday,11:35,Fatal,3,Car,12,4,Rainy,National Highway,Damaged,Daylight,Police Checkpost,103,36,None,Yes,Bridge
Jammu and Kashmir,2019,May,Sunday,17:10,Minor,2,Two-Wheeler,10,4,Foggy,Village Road,Under Construction,Dawn,Police Checkpost,108,57,Valid,No,Bridge
Chhattisgarh,2021,July,Sunday,11:50,Minor,5,Two-Wheeler,14,2,Foggy,Village Road,Under Construction,Daylight,Signals,86,35,Valid,No,Intersection
Kerala,2019,March,Wednesday,10:44,Serious,4,Truck,9,2,Rainy,National Highway,Dry,Dawn,None,52,56,Expired,Yes,Bridge
Jammu and Kashmir,2021,June,Friday,03:25,Serious,3,Car,14,3,Clear,State Highway,Under Construction,Dusk,Signs,107,32,Expired,No,Intersection
Kerala,2023,November,Wednesday,21:38,Fatal,5,Truck,14,3,Rainy,Urban Road,Under Construction,Dawn,Police Checkpost,93,43,Valid,Yes,Straight Road
Haryana,2020,August,Thursday,21:45,Minor,3,Bus,11,4,Stormy,State Highway,Dry,Dark,Police Checkpost,77,43,Valid,No,Intersection
Puducherry,2022,January,Saturday,16:13,Minor,1,Cycle,7,3,Clear,State Highway,Damaged,Daylight,Signs,75,4,Valid,No,Curve
Odisha,2021,March,Monday,09:13,Fatal,2,Cycle,8,0,Foggy,Village Road,Damaged,Daylight,Police Checkpost,82,41,Expired,Yes,Bridge
West Bengal,2023,October,Monday,02:23,Fatal,3,Cycle,12,5,Rainy,Urban Road,Wet,Dusk,Signals,88,38,Expired,Yes,Bridge
Mizoram,2021,June,Saturday,23:16,Serious,5,Auto-Rickshaw,12,0,Clear,Urban Road,Dry,Daylight,Signals,96,38,Expired,Yes,Straight Road
Nagaland,2019,August,Thursday,03:06,Fatal,4,Pedestrian,15,2,Clear,Urban Road,Dry,Dark,None,120,60,None,Yes,Curve
Karnataka,2020,February,Friday,23:22,Minor,5,Car,11,3,Clear,Village Road,Wet,Dawn,Signals,45,37,Expired,No,Straight Road
Delhi,2020,May,Friday,18:03,Fatal,5,Bus,13,1,Stormy,Village Road,Under Construction,Dusk,None,83,51,Expired,Yes,Straight Road
Jammu and Kashmir,2023,August,Tuesday,01:36,Minor,5,Truck,8,0,Clear,Village Road,Damaged,Dark,Signs,35,24,Expired,No,Curve
Karnataka,2021,February,Sunday,00:52,Fatal,4,Bus,9,1,Stormy,Village Road,Under Construction,Daylight,Police Checkpost,44,30,Expired,Yes,Intersection
Gujarat,2019,September,Saturday,05:18,Minor,4,Cycle,12,3,Clear,Village Road,Under Construction,Dawn,Police Checkpost,90,34,Expired,No,Intersection
West Bengal,2018,September,Friday,18:23,Serious,4,Auto-Rickshaw,10,0,Rainy,State Highway,Dry,Dark,Signals,60,52,None,Yes,Curve
Bihar,2019,May,Thursday,22:35,Minor,1,Cycle,7,3,Clear,National Highway,Dry,Dark,Signs,67,32,None,No,Straight Road
Haryana,2018,June,Monday,05:18,Fatal,1,Bus,7,1,Clear,State Highway,Wet,Dark,Signals,96,38,Valid,Yes,Straight Road
Himachal Pradesh,2018,December,Wednesday,04:22,Fatal,1,Car,4,5,Stormy,Urban Road,Under Construction,Dawn,Signs,47,53,Expired,Yes,Straight Road
Telangana,2018,August,Friday,01:09,Fatal,4,Pedestrian,12,4,Clear,National Highway,Damaged,Dawn,Police Checkpost,94,40,Valid,Yes,Bridge
Telangana,2023,June,Sunday,12:46,Fatal,3,Auto-Rickshaw,6,5,Rainy,Urban Road,Wet,Dawn,Signs,54,38,Expired,Yes,Intersection
Andhra Pradesh,2023,December,Friday,14:33,Minor,2,Truck,7,2,Clear,Village Road,Dry,Dusk,None,54,39,Expired,No,Curve
Chhattisgarh,2023,January,Monday,18:17,Fatal,1,Car,11,0,Clear,State Highway,Damaged,Dawn,Police Checkpost,111,41,None,Yes,Bridge
Andhra Pradesh,2023,November,Wednesday,23:05,Serious,5,Car,12,1,Clear,State Highway,Wet,Daylight,Police Checkpost,60,36,None,Yes,Straight Road
Uttar Pradesh,2019,July,Sunday,08:10,Fatal,3,Truck,12,0,Foggy,Urban Road,Under Construction,Daylight,Signals,113,54,None,Yes,Straight Road
Nagaland,2019,December,Monday,17:25,Serious,5,Cycle,12,5,Clear,National Highway,Under Construction,Dusk,Signals,68,48,Valid,Yes,Straight Road
Puducherry,2020,July,Thursday,00:32,Minor,2,Truck,11,2,Foggy,Village Road,Damaged,Dawn,None,98,55,None,No,Intersection
Tamil Nadu,2018,August,Thursday,12:45,Minor,5,Pedestrian,9,2,Rainy,National Highway,Wet,Dawn,Signs,60,28,Expired,No,Curve
Maharashtra,2023,May,Wednesday,21:07,Fatal,1,Bus,7,5,Rainy,National Highway,Damaged,Daylight,Signals,79,27,Valid,Yes,Curve
Bihar,2020,October,Wednesday,05:12,Minor,1,Cycle,5,5,Clear,Urban Road,Dry,Dark,None,50,28,Valid,No,Intersection
Maharashtra,2023,February,Wednesday,07:08,Minor,5,Bus,16,4,Clear,Village Road,Wet,Dawn,Signals,119,19,Valid,No,Intersection
Rajasthan,2018,January,Sunday,16:10,Serious,1,Pedestrian,5,4,Rainy,State Highway,Damaged,Dawn,None,35,36,Valid,Yes,Straight Road
West Bengal,2023,November,Tuesday,06:31,Minor,4,Truck,12,3,Clear,Urban Road,Damaged,Dawn,None,82,25,Expired,No,Intersection
Assam,2018,July,Monday,16:18,Serious,3,Pedestrian,13,3,Clear,Village Road,Under Construction,Dawn,Police Checkpost,118,43,None,Yes,Intersection
Jharkhand,2022,October,Friday,08:07,Minor,5,Auto-Rickshaw,12,2,Stormy,National Highway,Dry,Dusk,None,49,59,Valid,No,Curve
Chhattisgarh,2021,January,Thursday,07:10,Fatal,5,Bus,11,2,Clear,State Highway,Wet,Dawn,Police Checkpost,66,50,None,Yes,Curve
Manipur,2022,December,Wednesday,02:14,Serious,1,Car,6,1,Clear,National Highway,Under Construction,Dawn,Signs,78,44,Expired,Yes,Curve
Nagaland,2021,November,Thursday,06:37,Minor,3,Pedestrian,8,4,Foggy,Urban Road,Damaged,Dusk,Signs,55,64,Expired,No,Curve
Delhi,2023,September,Sunday,16:38,Minor,1,Bus,10,3,Clear,Village Road,Dry,Dark,None,85,34,None,No,Intersection
Maharashtra,2021,February,Monday,09:21,Minor,2,Bus,6,5,Stormy,National Highway,Wet,Dusk,Signs,52,49,None,No,Bridge
Kerala,2021,July,Friday,23:32,Minor,3,Two-Wheeler,12,5,Rainy,Village Road,Wet,Daylight,None,116,36,Valid,No,Intersection
Maharashtra,2019,March,Monday,11:29,Serious,1,Car,8,4,Rainy,Urban Road,Damaged,Dark,Police Checkpost,108,38,Expired,No,Curve
Kerala,2019,May,Sunday,07:21,Minor,3,Pedestrian,11,0,Foggy,Urban Road,Wet,Dark,None,102,14,Expired,No,Curve
Uttarakhand,2023,January,Friday,00:28,Fatal,2,Auto-Rickshaw,7,2,Foggy,Urban Road,Under Construction,Daylight,Signs,71,52,Expired,Yes,Intersection
Manipur,2023,January,Thursday,20:21,Fatal,5,Bus,15,0,Clear,National Highway,Damaged,Daylight,Police Checkpost,103,51,Expired,Yes,Bridge
Gujarat,2019,July,Monday,03:09,Minor,3,Pedestrian,14,1,Stormy,State Highway,Wet,Dawn,Signs,117,38,None,No,Bridge
West Bengal,2022,December,Tuesday,21:11,Minor,5,Cycle,12,3,Rainy,State Highway,Damaged,Daylight,Signs,78,21,Valid,No,Bridge
Delhi,2022,March,Sunday,13:56,Minor,3,Two-Wheeler,10,0,Clear,Urban Road,Wet,Dusk,Signals,78,56,Expired,No,Bridge
Tripura,2023,October,Friday,00:17,Minor,3,Pedestrian,8,5,Foggy,State Highway,Under Construction,Dawn,Signs,58,60,Valid,No,Intersection
Tamil Nadu,2020,May,Wednesday,20:59,Serious,4,Auto-Rickshaw,10,4,Rainy,Village Road,Damaged,Dusk,Signs,75,37,None,No,Curve
Himachal Pradesh,2019,May,Thursday,08:29,Minor,4,Pedestrian,8,0,Rainy,National Highway,Wet,Dawn,None,49,45,Expired,No,Intersection
Punjab,2019,December,Monday,16:30,Fatal,4,Auto-Rickshaw,12,2,Clear,State Highway,Wet,Daylight,Signals,100,26,Expired,Yes,Intersection
Nagaland,2019,November,Saturday,03:13,Fatal,5,Pedestrian,10,2,Clear,National Highway,Under Construction,Dawn,None,46,44,Valid,Yes,Bridge
Assam,2022,September,Saturday,10:26,Serious,5,Car,15,0,Rainy,State Highway,Wet,Dusk,Signals,120,27,Expired,Yes,Straight Road
Kerala,2021,May,Monday,09:54,Fatal,2,Pedestrian,10,5,Rainy,State Highway,Under Construction,Daylight,Police Checkpost,114,26,Expired,Yes,Straight Road
Bihar,2022,June,Tuesday,13:21,Minor,3,Cycle,13,4,Clear,National Highway,Dry,Dark,None,110,43,None,No,Intersection
Tripura,2022,January,Tuesday,07:41,Minor,1,Pedestrian,3,5,Rainy,Village Road,Dry,Dark,Signals,43,40,Expired,No,Straight Road
Puducherry,2021,August,Friday,03:00,Fatal,5,Bus,10,3,Foggy,State Highway,Dry,Daylight,None,47,41,None,Yes,Straight Road
Tripura,2019,June,Thursday,20:45,Fatal,1,Truck,5,3,Rainy,State Highway,Under Construction,Dawn,None,58,15,Expired,Yes,Bridge
Telangana,2022,September,Sunday,18:54,Minor,5,Car,9,5,Rainy,State Highway,Wet,Dawn,Signals,45,38,Expired,No,Bridge
Maharashtra,2021,August,Tuesday,08:50,Fatal,1,Two-Wheeler,10,3,Clear,Village Road,Dry,Daylight,Police Checkpost,80,47,Expired,Yes,Curve
Assam,2018,April,Sunday,05:44,Minor,2,Car,13,5,Rainy,Urban Road,Under Construction,Daylight,Police Checkpost,118,57,Expired,No,Intersection
Tamil Nadu,2018,April,Friday,00:14,Minor,5,Bus,14,1,Clear,Urban Road,Wet,Dusk,None,104,45,None,No,Bridge
Sikkim,2019,December,Monday,20:26,Fatal,4,Two-Wheeler,10,2,Foggy,State Highway,Damaged,Dusk,Police Checkpost,67,44,Expired,Yes,Straight Road
Andhra Pradesh,2021,November,Wednesday,05:53,Minor,3,Bus,10,3,Foggy,Village Road,Damaged,Dark,Police Checkpost,84,52,Expired,No,Straight Road
Karnataka,2018,August,Friday,05:46,Minor,5,Truck,13,1,Clear,Urban Road,Under Construction,Dusk,None,82,40,None,No,Curve
Nagaland,2020,November,Wednesday,14:04,Fatal,5,Auto-Rickshaw,11,2,Rainy,National Highway,Wet,Dusk,None,82,30,None,Yes,Bridge
Gujarat,2020,October,Tuesday,08:27,Fatal,3,Two-Wheeler,8,0,Clear,National Highway,Under Construction,Daylight,Signals,77,34,None,Yes,Straight Road
Karnataka,2020,April,Saturday,20:02,Serious,4,Bus,16,3,Stormy,National Highway,Under Construction,Daylight,Police Checkpost,117,25,Valid,No,Intersection
Tamil Nadu,2020,March,Thursday,07:17,Minor,5,Pedestrian,11,2,Clear,Urban Road,Damaged,Dusk,Signs,37,40,None,No,Bridge
Andhra Pradesh,2020,January,Wednesday,10:07,Fatal,4,Auto-Rickshaw,8,3,Foggy,State Highway,Dry,Daylight,Signals,50,50,Valid,Yes,Curve
Delhi,2019,September,Tuesday,15:13,Fatal,4,Truck,13,0,Stormy,Urban Road,Dry,Dawn,None,117,37,Expired,Yes,Curve
Jammu and Kashmir,2022,January,Wednesday,03:41,Minor,1,Car,7,3,Clear,Urban Road,Damaged,Dark,Police Checkpost,70,48,Expired,No,Bridge
Goa,2023,October,Sunday,09:16,Minor,3,Bus,8,4,Foggy,State Highway,Wet,Dark,Police Checkpost,55,48,None,No,Intersection
Sikkim,2019,November,Thursday,20:46,Minor,1,Truck,9,5,Clear,Village Road,Dry,Dusk,Signs,93,49,Valid,No,Curve
Bihar,2018,December,Sunday,00:10,Minor,2,Two-Wheeler,6,4,Stormy,State Highway,Under Construction,Dawn,Signals,67,53,Expired,No,Straight Road
Maharashtra,2019,December,Wednesday,09:40,Serious,3,Auto-Rickshaw,8,1,Clear,Village Road,Dry,Dark,Police Checkpost,51,44,None,Yes,Bridge
Chhattisgarh,2021,April,Wednesday,04:39,Serious,1,Two-Wheeler,8,2,Clear,National Highway,Wet,Daylight,Signals,97,46,None,No,Bridge
Goa,2019,April,Tuesday,15:18,Fatal,4,Car,12,2,Stormy,Village Road,Damaged,Dark,None,104,41,Valid,Yes,Intersection
